dataset_tier,entity,bucket,sub_type,final_match_category,final_confidence_label,final_confidence_score,uniprot_accession,uniprot_entry_name,uniprot_organism,uniprot_source_tier,phytozome_code,phytozome_gene_id,phytozome_base_gene_id,sequence_length,has_sequence,expected_phytozome_code,expected_uniprot_mnemonic,original_match_status,original_match_type,original_confidence_tier,ambiguity_count,matched_species_category,species_match_status,species_resolution_status,candidate_summary,notes,source_phase,recovered_by_phase8,phase8_match_type,phase8_match_category,description_overlap_score,phase8_notes,phase8_quality_flag,phase8_quality_notes
confidence,Os01g0382400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q7F2N5,Q7F2N5_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q7F2N5|Q7F2N5_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0518000,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0E0W1,Q0E0W1_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0E0W1|Q0E0W1_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0611200,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q6K9B8,Q6K9B8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q6K9B8|Q6K9B8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0622500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,B7EDS1,B7EDS1_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,B7EDS1|B7EDS1_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0643800,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q6H664,Q6H664_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q6H664|Q6H664_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0661100,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q75WV3,TPP1_ORYSJ,ORYSJ,sprot,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,6,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q75WV3|TPP1_ORYSJ|ORYSJ|sprot,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os02g0685200,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,B9F1V2,B9F1V2_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,4,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,B9F1V2|B9F1V2_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0170900,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0VTN8,A0A0P0VTN8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0VTN8|A0A0P0VTN8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0297600,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q10MS2,Q10MS2_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q10MS2|Q10MS2_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0388500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0DRF9,Q0DRF9_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0DRF9|Q0DRF9_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0738400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q10D68,Q10D68_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q10D68|Q10D68_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0743900,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0N7KI12,A0A0N7KI12_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0N7KI12|A0A0N7KI12_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os03g0850400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0DLR8,Q0DLR8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0DLR8|Q0DLR8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os04g0111200,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0JFE2,Q0JFE2_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0JFE2|Q0JFE2_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os04g0532400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0N7KJE9,A0A0N7KJE9_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0N7KJE9|A0A0N7KJE9_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os05g0128900,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0WHK2,A0A0P0WHK2_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0WHK2|A0A0P0WHK2_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os05g0155200,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0WIA6,A0A0P0WIA6_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0WIA6|A0A0P0WIA6_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os05g0435700,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q6I5L0,Q6I5L0_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q6I5L0|Q6I5L0_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os05g0579600,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0DFN8,Q0DFN8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0DFN8|Q0DFN8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os06g0637500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0DAR1,Q0DAR1_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0DAR1|Q0DAR1_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os06g0669700,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0DA85,Q0DA85_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0DA85|Q0DA85_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os06g0714300,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q5Z7T1,Q5Z7T1_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q5Z7T1|Q5Z7T1_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os07g0510200,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0X6V9,A0A0P0X6V9_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0X6V9|A0A0P0X6V9_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os07g0561500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A5S6RBN8,A0A5S6RBN8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A5S6RBN8|A0A5S6RBN8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0118500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0J8D3,Q0J8D3_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0J8D3|Q0J8D3_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0135900,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A3BPF1,A3BPF1_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,4,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A3BPF1|A3BPF1_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0224500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q84QM8,Q84QM8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q84QM8|Q84QM8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0299400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q6UTZ2,MGDG2_ORYSJ,ORYSJ,sprot,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,7,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q6UTZ2|MGDG2_ORYSJ|ORYSJ|sprot,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0445700,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A3BTL8,A3BTL8_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A3BTL8|A3BTL8_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os08g0532700,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0J459,Q0J459_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0J459|Q0J459_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os09g0106700,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q0J3I9,Q0J3I9_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q0J3I9|Q0J3I9_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os09g0114500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q6YUL8,KN4A_ORYSJ,ORYSJ,sprot,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,8,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q6YUL8|KN4A_ORYSJ|ORYSJ|sprot,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os09g0294000,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0XLW2,A0A0P0XLW2_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0XLW2|A0A0P0XLW2_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os09g0296400,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A0A0P0XKW6,A0A0P0XKW6_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,2,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A0A0P0XKW6|A0A0P0XKW6_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os09g0434500,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,A3BZ54,A3BZ54_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,A3BZ54|A3BZ54_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Os12g0409000,A,rice_locus_rap,phase8_crossref_species_confirmed_match,high,85,Q2QT32,Q2QT32_ORYSJ,ORYSJ,trembl,,,,,false,Osat,ORYSJ,unresolved,excluded_by_filter,,3,phase8_crossref_species_confirmed_match,species_confirmed,known_locus_species,Q2QT32|Q2QT32_ORYSJ|ORYSJ|trembl,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),8,true,crossref,phase8_crossref_species_confirmed_match,,UniProt cross-reference id (refseq/ensembl/tair/gramene) (species-confirmed),ok,
confidence,Prupe.4G058300,D,descriptive_name,phase8_sequence_confirmed_match,high,95,,,,,Pper,Prupe.4G058300.1.p,Prupe.4G058300,573,true,,,unresolved,needs_description_matching,,1,phase8_sequence_confirmed_match,not_applicable,not_applicable,Pper|Prupe.4G058300.1.p|len=573,Phytozome gene-id cross-reference,8,true,crossref,phase8_sequence_confirmed_match,,Phytozome gene-id cross-reference,ok,
confidence,Prupe.6G280800,D,descriptive_name,phase8_sequence_confirmed_match,high,95,,,,,Pper,Prupe.6G280800.1.p,Prupe.6G280800,605,true,,,unresolved,needs_description_matching,,1,phase8_sequence_confirmed_match,not_applicable,not_applicable,Pper|Prupe.6G280800.1.p|len=605,Phytozome gene-id cross-reference,8,true,crossref,phase8_sequence_confirmed_match,,Phytozome gene-id cross-reference,ok,
confidence,Prupe.8G018100,D,descriptive_name,phase8_sequence_confirmed_match,high,95,,,,,Pper,Prupe.8G018100.1.p,Prupe.8G018100,382,true,,,unresolved,needs_description_matching,,1,phase8_sequence_confirmed_match,not_applicable,not_applicable,Pper|Prupe.8G018100.1.p|len=382,Phytozome gene-id cross-reference,8,true,crossref,phase8_sequence_confirmed_match,,Phytozome gene-id cross-reference,ok,
